"**[hal-04210867]**","[Bénédicte Bucher](https://cv.archives-ouvertes.fr/benedicte-bucher)","2023","[Jumeaux numériques nationaux, retours d’expérience d’agences cartographiques](https://hal.archives-ouvertes.fr/hal-04210867)","undefined"
"**[hal-04119250]**","[Solenn Tual](https://cv.archives-ouvertes.fr/solenn-tual)","2023","[Reconstitution automatique de la généalogie des parcelles et des bâtiments à partir de sources historiques](https://hal.archives-ouvertes.fr/hal-04119250)","undefined"
"**[hal-04055379]**","[Helen Mair Rawsthorne](https://cv.archives-ouvertes.fr/helen-mair-rawsthorne)","2023","[Création d’une base de connaissances topographiques à partir des "Instructions nautiques](https://hal.archives-ouvertes.fr/hal-04055379)","undefined"
"**[hal-04400549]**","[Helen Mair Rawsthorne](https://cv.archives-ouvertes.fr/helen-mair-rawsthorne), [Nathalie Abadie](https://cv.archives-ouvertes.fr/nathalie-abadie), [Eric Kergosien](https://cv.archives-ouvertes.fr/eric-kergosien), [C. Duchêne](https://cv.archives-ouvertes.fr/cecile-duchene), Éric Saux","2022","[Création de bases de connaissances à partir de sources hétérogènes: application aux Instructions nautiques](https://hal.archives-ouvertes.fr/hal-04400549)","undefined"
"**[hal-04401052]**","[Florence Clavaud](https://cv.archives-ouvertes.fr/florence-clavaud), [Nathalie Abadie](https://cv.archives-ouvertes.fr/nathalie-abadie)","2022","[Fonds photographiques et métadonnées associées : de jeux de données hétérogènes et massifs à un graphe de ressources liées exploitable sur le Web](https://hal.archives-ouvertes.fr/hal-04401052)","undefined"
"**[hal-03618382]**","[Maïeul Gruget](https://cv.archives-ouvertes.fr/maieul-gruget), [Guillaume Touya](https://cv.archives-ouvertes.fr/guillaume-touya)","2022","[Explorer la théorie des ancres et les espaces cognitifs dans la cartographie multi-échelle](https://hal.archives-ouvertes.fr/hal-03618382)","undefined"
"**[hal-04288097]**","[Valérie Gouet-Brunet](https://cv.archives-ouvertes.fr/valerie-gouet-brunet), [Nathalie Abadie](https://cv.archives-ouvertes.fr/nathalie-abadie), Sylvain Besson, Marie-Ève Bouillon, Pauline Charbonnier, [Liming Chen](https://cv.archives-ouvertes.fr/liming-chen), [Florence Clavaud](https://cv.archives-ouvertes.fr/florence-clavaud), [Florent Geniet](https://cv.archives-ouvertes.fr/florent-geniet), Dimitri Gominski, Boris Labidurie, Quoc-Dinh Nguyen","2021","[Indexation et recherche d'images multimodales dans le projet ALEGORIA : méthodes et outils pour croiser les sources iconographiques de la Reconstruction](https://hal.archives-ouvertes.fr/hal-04288097)","undefined"
"**[hal-03484826]**","[Ana-Maria Olteanu-Raimond](https://cv.archives-ouvertes.fr/ana-maria-olteanu-raimond), [Marie-Dominique van Damme](https://cv.archives-ouvertes.fr/marie-dominique-vandamme), [Laurence Jolivet](https://cv.archives-ouvertes.fr/laurence-jolivet)","2021","[Lessons learned from a VGI initiative for Land Use monitoring](https://hal.archives-ouvertes.fr/hal-03484826)","undefined"
"**[hal-04400721]**","Antoine Keller, [Nathalie Abadie](https://cv.archives-ouvertes.fr/nathalie-abadie), [Bertrand Duménieu](https://cv.archives-ouvertes.fr/bertrand-dumenieu), [Stéphane Baciocchi](https://cv.archives-ouvertes.fr/stephane-baciocchi), [Eric Kergosien](https://cv.archives-ouvertes.fr/eric-kergosien)","2019","[Création d’une base de connaissances sur les redécoupages administratifs durant la Révolution française: l’exemple des paroisses constitutionnelles](https://hal.archives-ouvertes.fr/hal-04400721)","undefined"
"**[hal-02280409]**","[Sidonie Christophe](https://cv.archives-ouvertes.fr/sidonie-christophe)","2019","[Color Theory](https://hal.archives-ouvertes.fr/hal-02280409)","undefined"
"**[hal-02543879]**","Mirela Konini, [Alexandre Devaux](https://cv.archives-ouvertes.fr/alexandredevaux), [Mathieu Brédif](https://cv.archives-ouvertes.fr/mathieu-bredif)","2019","[iTowns, le nouveau moteur de visualisation 3D de données géospatiales du Géoportail](https://hal.archives-ouvertes.fr/hal-02543879)","Annales des mines - Série Responsabilité et environnement"
"**[hal-02423491]**","Abdelfettah Feliachi, [Nathalie Abadie](https://cv.archives-ouvertes.fr/nathalie-abadie), [Fayçal Hamdi](https://cv.archives-ouvertes.fr/faycal-hamdi), [Bénédicte Bucher](https://cv.archives-ouvertes.fr/benedicte-bucher)","2018","[Une approche adaptative pour lier des données géoréférencées du Web](https://hal.archives-ouvertes.fr/hal-02423491)","undefined"
"**[hal-03254114]**","[Guillaume Touya](https://cv.archives-ouvertes.fr/guillaume-touya), Hugo Boulze, Anouk Schleich, Hervé Quinquenel","2021","[Génération automatique de courbes de niveaux dans les zones de plateaux karstiques](https://hal.archives-ouvertes.fr/hal-03254114)","Cartes & géomatique"
"**[hal-03736083]**","Giles Foody, Gavin Long, Michael Schultz, [Ana-Maria Olteanu-Raimond](https://cv.archives-ouvertes.fr/ana-maria-olteanu-raimond)","2023","[Assuring the quality of VGI on land use and land cover: experiences and learnings from the LandSense project](https://hal.archives-ouvertes.fr/hal-03736083)","Geo-spatial Information Science"
"**[hal-04096395]**","Hao Wu, Wenting Luo, Anqi Lin, Fanghua Hao, Ana-Maria Olteanu-Raimond, Lanfa Liu, Yan Li","2023","[SALT: A multifeature ensemble learning framework for mapping urban functional zones from VGI data and VHR images](https://hal.archives-ouvertes.fr/hal-04096395)","Computers, Environment and Urban Systems"
"**[hal-04382210]**","Marion Dumont, [Guillaume Touya](https://cv.archives-ouvertes.fr/guillaume-touya), [C. Duchêne](https://cv.archives-ouvertes.fr/cecile-duchene)","2023","[More is less - Adding zoom levels in multi-scale maps to reduce the need for zooming interactions](https://hal.archives-ouvertes.fr/hal-04382210)","Journal of Spatial Information Science"
"**[hal-04048761]**","[Sylvain Galopin](https://cv.archives-ouvertes.fr/sylvain-galopin), [Guillaume Touya](https://cv.archives-ouvertes.fr/guillaume-touya), Pierrick Aupinel, Freddie-Jeanne Richard","2023","[GeoDanceHive: An Operational Hive for Honeybees Dances Recording](https://hal.archives-ouvertes.fr/hal-04048761)","Animals"
